trip_uuid,od_start_time,od_end_time,segment_count,actual_time,osrm_time,actual_distance,osrm_distance,start_scan_to_end_scan,route_type,source_center,source_name,destination_center,destination_name,cutoff_initial_status,cutoff_final_status,time_delay,data,trip_creation_time,route_schedule_uuid,delay_category,distance_gap,distance_ratio,trip_segment_count,distance_band
trip-153761373099734708,55:31.0,20:02.2,5,139,50,39.42210568,49.8806,444,Carting,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),1,0,89,training,55:31.0,thanos::sroute:2c5201b3-3fc7-4a68-a2f7-cb7fb711bae1,High Delay,-10.45849432,0.7903294202555703,5,25–50 km
trip-153761403357161860,00:33.6,46:54.2,4,53,39,31.71122925,41.3759,166,Carting,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560083AAB,Bengaluru_Bnnrghta_L (Karnataka),1,0,14,training,00:33.6,thanos::sroute:34b3abb5-f538-4f43-bbeb-5b12c1ac349d,On Time,-9.664670750000004,0.7664178724813236,4,25–50 km
trip-153761406688603169,01:06.9,24:03.1,2,48,19,23.49675017,27.0131,862,FTL,IND756019AAA,Balasore_Ganeshwr_D (Orissa),IND757025AAA,Betnoti_MhliaDPP_D (Orissa),1,0,29,training,01:06.9,thanos::sroute:7d2e13a2-7484-4702-b9c7-5f4c458340b2,On Time,-3.516349830000003,0.8698279786473969,4,0–25 km
trip-153761406688603169,24:03.1,31:22.8,2,34,17,24.13518064,24.9533,67,FTL,IND757025AAA,Betnoti_MhliaDPP_D (Orissa),IND757001AAA,Baripada_KalikDPP_D (Orissa),1,0,17,training,01:06.9,thanos::sroute:7d2e13a2-7484-4702-b9c7-5f4c458340b2,On Time,-0.8181193599999972,0.9672139813171003,4,0–25 km
trip-153761444113630534,06:45.1,37:48.1,3,164,57,63.76005304,75.9195,391,FTL,IND144001AAC,Jalandhar_Sodal Road (Punjab),IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),1,0,107,training,07:21.1,thanos::sroute:727b9433-49db-4b56-b560-c7c8fe23e58b,High Delay,-12.159446959999997,0.8398376311751263,14,50–100 km
trip-153761444113630534,07:21.1,35:35.3,7,288,118,147.9986559,167.8755,628,FTL,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND144001AAB,Jalandhar_DPC (Punjab),1,0,170,training,07:21.1,thanos::sroute:727b9433-49db-4b56-b560-c7c8fe23e58b,Severe Delay,-19.8768441,0.8815977072294647,14,100–200 km
trip-153761444113630534,37:48.1,44:51.2,4,126,71,87.49578512,100.853,307,FTL,IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),1,0,55,training,07:21.1,thanos::sroute:727b9433-49db-4b56-b560-c7c8fe23e58b,Moderate Delay,-13.35721488,0.8675575849999504,14,50–100 km
trip-153761492997773872,15:30.0,00:19.1,3,90,26,22.40760259,31.4998,404,Carting,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND400102AAC,Mumbai_Jogshwri_I (Maharashtra),1,0,64,training,15:30.0,thanos::sroute:c9035b9e-78e2-4ffe-831b-d8734fa79868,High Delay,-9.09219741,0.7113569797268554,6,0–25 km
trip-153761492997773872,42:17.1,43:42.6,3,37,27,22.70037403,31.3802,121,Carting,IND400102AAC,Mumbai_Jogshwri_I (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),1,0,10,training,15:30.0,thanos::sroute:c9035b9e-78e2-4ffe-831b-d8734fa79868,On Time,-8.67982597,0.723398003518142,6,0–25 km
trip-153761552905375941,25:29.1,35:43.2,49,1968,969,1078.311263,1322.6526,2170,FTL,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),1,0,999,training,25:29.1,thanos::sroute:19271c51-91cf-4bd7-8c7a-6e3f2d3c5db9,Severe Delay,-244.34133699999984,0.8152641615795411,49,200+ km
trip-153761568647456368,28:06.5,30:06.0,5,2399,31,36.05386406,42.002,2401,Carting,IND271001AAA,Gonda_KotwaliN_D (Uttar Pradesh),IND271201AAA,Balrampur_PBRDDPP_D (Uttar Pradesh),1,0,2368,training,28:06.5,thanos::sroute:eb6f76d9-015d-4e25-bb5e-1469422c82a7,Severe Delay,-5.94813594,0.8583844593114613,5,25–50 km
trip-153761568704792043,28:07.0,45:38.0,4,55,34,29.61824274,35.0303,377,Carting,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND122001AAA,GGN_DPC (Haryana),1,0,21,training,28:07.0,thanos::sroute:873bc037-283e-46a2-8135-5128fa2a97fa,On Time,-5.412057259999997,0.8455035423618982,4,25–50 km
trip-153761584139918815,30:41.4,45:05.1,5,289,95,100.5620779,129.1588,614,FTL,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND411033AAA,Pune_Tathawde_H (Maharashtra),1,0,194,training,30:41.4,thanos::sroute:d81088e2-9ccd-43e9-9260-3e8563332ca9,Severe Delay,-28.596722100000008,0.7785925380229608,5,100–200 km
trip-153761587983122187,31:19.8,52:32.7,3,46,20,19.9996047,25.0534,141,Carting,IND400072AAD,Mumbai_Chndivli_PC (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),1,0,26,training,31:19.8,thanos::sroute:8e6cd941-adb5-4f66-b44f-84938f5fca03,On Time,-5.053795300000001,0.798279063919468,3,0–25 km
trip-153761612700041891,35:27.0,36:24.6,1,266,18,15.9921399,22.7821,300,Carting,IND700028AAB,CCU_DumDum_DPC (West Bengal),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),0,0,248,training,35:27.0,thanos::sroute:c26e777d-784f-4806-9c66-7adeb9c08248,Severe Delay,-6.7899601,0.7019607454975617,1,0–25 km
trip-153761637486842759,39:34.9,04:42.8,3,55,22,21.44782773,27.0999,145,Carting,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND400072AAB,Mumbai Hub (Maharashtra),1,0,33,training,39:34.9,thanos::sroute:ad01057e-be3e-42d5-8380-4fd6d174ec89,Moderate Delay,-5.6520722700000015,0.7914356779914317,3,0–25 km
trip-153761714571373169,52:24.4,34:08.3,4,113,49,27.63412069,40.3112,161,Carting,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),1,0,64,training,52:24.4,thanos::sroute:7dfd6e35-53b0-4fa5-8b99-da92a9c4c835,High Delay,-12.67707931,0.6855196741848419,4,25–50 km
trip-153761723482349831,53:54.8,13:03.5,11,632,211,237.0247413,280.3352,919,FTL,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),1,0,421,training,53:54.8,thanos::sroute:d9a400c3-d12c-4a54-af3d-628ca7594783,Severe Delay,-43.3104587,0.8455047432502233,11,200+ km
trip-153761756412081935,16:28.7,36:32.1,4,146,90,85.48459089,97.9121,260,FTL,IND505001AAB,Karimnagar_KamnHbRD_I (Telangana),IND503111AAC,Kamareddy_Devenply_I (Telangana),1,0,56,training,59:24.1,thanos::sroute:e802cb37-1810-4157-9500-d000cd6b8dd7,Moderate Delay,-12.427509109999988,0.8730748384520403,18,50–100 km
trip-153761756412081935,36:32.1,47:08.0,6,228,103,120.5288061,137.4597,310,FTL,IND503111AAC,Kamareddy_Devenply_I (Telangana),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),1,0,125,training,59:24.1,thanos::sroute:e802cb37-1810-4157-9500-d000cd6b8dd7,Severe Delay,-16.9308939,0.8768301262115369,18,100–200 km
trip-153761756412081935,59:24.1,16:28.7,8,230,168,154.8819285,234.0849,557,FTL,IND501359AAE,Hyderabad_Shamshbd_H (Telangana),IND505001AAB,Karimnagar_KamnHbRD_I (Telangana),1,0,62,training,59:24.1,thanos::sroute:e802cb37-1810-4157-9500-d000cd6b8dd7,High Delay,-79.20297150000002,0.6616485236766659,18,100–200 km
trip-153761761765970213,31:38.6,38:21.5,3,83,74,65.86877551,73.8603,126,FTL,IND621306AAA,Manapparai_BypassRd_D (Tamil Nadu),IND625106AAA,Melur_MduraiRD_D (Tamil Nadu),1,0,9,training,00:17.7,thanos::sroute:bf1959ec-243a-47fe-8621-3e70c2e81251,On Time,-7.991524489999989,0.8918021658455221,5,50–100 km
trip-153761761765970213,38:21.5,22:28.2,2,80,43,37.98542973,42.8439,104,FTL,IND625106AAA,Melur_MduraiRD_D (Tamil Nadu),IND625008AAA,Madurai_Kappalur_H (Tamil Nadu),1,0,37,training,00:17.7,thanos::sroute:bf1959ec-243a-47fe-8621-3e70c2e81251,Moderate Delay,-4.858470269999998,0.8866006533018703,5,25–50 km
trip-153761762876771530,11:35.8,34:54.8,2,63,28,28.40829207,30.0599,83,FTL,IND223101AAB,Shahganj_KcharaRD_D (Uttar Pradesh),IND222125AAB,Badlapur_Bhaluahi_D (Uttar Pradesh),1,0,35,training,00:28.8,thanos::sroute:8aae1aa1-39e0-4c07-9315-fc5900ac3ef3,Moderate Delay,-1.6516079299999973,0.9450561069730772,6,25–50 km
trip-153761762876771530,18:08.7,11:35.8,2,63,25,23.47670721,27.6786,113,FTL,IND276305AAA,Saraimeer_MsmcyDPP_D (Uttar Pradesh),IND223101AAB,Shahganj_KcharaRD_D (Uttar Pradesh),1,0,38,training,00:28.8,thanos::sroute:8aae1aa1-39e0-4c07-9315-fc5900ac3ef3,Moderate Delay,-4.201892789999999,0.8481898365524269,6,0–25 km
trip-153761762876771530,27:41.9,18:08.7,2,66,34,25.87668785,34.3322,110,FTL,IND276128AAA,Azamgarh_ChtwrDPP_D (Uttar Pradesh),IND276305AAA,Saraimeer_MsmcyDPP_D (Uttar Pradesh),1,0,32,training,00:28.8,thanos::sroute:8aae1aa1-39e0-4c07-9315-fc5900ac3ef3,Moderate Delay,-8.45551215,0.7537148172852307,6,25–50 km
trip-153761782937902454,03:49.4,33:23.7,5,171,56,41.93326919,52.8513,209,Carting,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),1,0,115,training,03:49.4,thanos::sroute:b8c85738-ff17-4a01-9200-db28e5b090f1,High Delay,-10.918030810000005,0.7934198248671271,5,25–50 km
trip-153761797676753177,06:16.8,51:37.7,5,137,39,36.48804481,52.3733,285,Carting,IND500010AAB,Hyderabad_Alwal_L (Telangana),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),1,0,98,training,06:16.8,thanos::sroute:3a78a6e9-ef19-43ae-832e-e4a3868eb32d,High Delay,-15.885255190000002,0.696691726700437,5,25–50 km
trip-153761813805058722,08:58.1,16:10.2,7,199,106,136.9678477,149.3977,307,FTL,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND713205AAB,Durgapur_Central_I_1 (West Bengal),1,0,93,training,08:58.1,thanos::sroute:31f30a93-0c05-4df1-a8b8-46efc98e358d,High Delay,-12.429852299999991,0.91680024324337,14,100–200 km
trip-153761813805058722,16:10.2,39:33.2,7,808,106,136.9455086,149.4005,1103,FTL,IND713205AAB,Durgapur_Central_I_1 (West Bengal),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),1,0,702,training,08:58.1,thanos::sroute:31f30a93-0c05-4df1-a8b8-46efc98e358d,Severe Delay,-12.454991399999985,0.9166335360323428,14,100–200 km
trip-153761839684593007,13:16.8,53:38.2,2,110,21,15.88871409,21.0796,340,Carting,IND700065AAA,CCU_Beliaghata_DPC (West Bengal),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),1,0,89,training,13:16.8,thanos::sroute:532959b3-a854-437a-b00d-551b14ba516c,High Delay,-5.190885909999999,0.7537483676160839,2,0–25 km
trip-153761849250210324,14:52.5,18:51.3,14,312,127,119.8268838,169.0766,483,Carting,IND834002AAB,Ranchi_Hub (Jharkhand),IND826004AAA,Dhanbad_Kalynpur_I (Jharkhand),1,0,185,training,14:52.5,thanos::sroute:de0c83be-7a36-46cd-983b-8799fbe8dedc,Severe Delay,-49.24971620000001,0.7087135878057638,14,100–200 km
trip-153761851236273429,15:12.4,53:11.6,2,65,25,15.68813367,24.2142,157,Carting,IND000000AAL,Pune_PC (Maharashtra),IND411033AAA,Pune_Tathawde_H (Maharashtra),1,0,40,training,15:12.4,thanos::sroute:eb52deb5-81b0-4fb0-9569-3db534079717,Moderate Delay,-8.526066330000003,0.6478898196099808,2,0–25 km
trip-153761854819978408,15:46.0,49:27.0,3,247,29,19.49681541,28.9606,333,Carting,IND700053AAA,CCU_New Alipore_DPC (West Bengal),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),1,0,218,training,15:46.0,thanos::sroute:c164b204-ff67-47f4-9345-fde74d1860cb,Severe Delay,-9.46378459,0.6732186284123948,3,0–25 km
trip-153761854900384425,15:49.0,25:02.0,11,297,196,233.5960588,278.8493,369,FTL,IND209304AAA,Kanpur_Central_H_6 (Uttar Pradesh),IND282001AAA,Agra_Idgah_P (Uttar Pradesh),1,0,101,training,15:49.0,thanos::sroute:419c57d3-74f6-4243-9b0d-ba316e744167,High Delay,-45.25324120000002,0.8377143453471104,19,200+ km
trip-153761854900384425,25:02.0,18:03.6,8,314,190,169.976463,233.202,413,FTL,IND282001AAA,Agra_Idgah_P (Uttar Pradesh),IND110037AAM,Delhi_Airport_H (Delhi),1,0,124,training,15:49.0,thanos::sroute:419c57d3-74f6-4243-9b0d-ba316e744167,Severe Delay,-63.225537,0.7288808114853217,19,100–200 km
trip-153761921165601759,26:51.7,52:09.6,1,393,38,29.15760142,39.3456,505,Carting,IND500050AAA,Patancheru_Ameenpur_I (Telangana),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),0,0,355,training,26:51.7,thanos::sroute:d0fccde3-15ca-4434-ac51-949f8abd5aaf,Severe Delay,-10.18799858,0.7410638399211094,1,25–50 km
trip-153761955651203194,32:36.5,45:51.7,3,204,100,62.78867645,125.9992,373,FTL,IND781018AAB,Guwahati_Hub (Assam),IND793001AAA,Shillong (Meghalaya),1,0,104,training,32:36.5,thanos::sroute:d4dada26-5c1b-4a6f-be31-34a395e9a581,High Delay,-63.210523550000005,0.4983259929428123,3,50–100 km
trip-153762025690332374,44:16.1,18:28.5,9,158,96,72.30482293,107.561,334,Carting,IND131028AAB,Sonipat_Kundli_H (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),1,0,62,training,44:16.1,thanos::sroute:eb3db1d7-ad21-4411-af92-e639e315c118,High Delay,-35.25617707000001,0.6722215573488531,9,50–100 km
trip-153762063587631094,37:55.2,16:06.3,2,47,21,16.26830176,23.1841,218,Carting,IND000000AFT,Mumbai_Sanpada_I (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),1,0,26,training,50:35.9,thanos::sroute:b3d87cac-cbe6-45bc-80df-c079df1eeec1,On Time,-6.915798240000001,0.7017008104692439,3,0–25 km
trip-153762063587631094,50:35.9,37:55.2,1,187,19,15.82799943,22.2342,347,Carting,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND000000AFT,Mumbai_Sanpada_I (Maharashtra),0,0,168,training,50:35.9,thanos::sroute:b3d87cac-cbe6-45bc-80df-c079df1eeec1,Severe Delay,-6.406200570000001,0.711876273038832,3,0–25 km
trip-153762098675237977,05:42.5,08:00.1,3,100,50,48.92177515,52.7771,242,FTL,IND688524AAA,Cherthala_Mulapali_D (Kerala),IND683511AAA,Aluva_Peedika_H (Kerala),1,0,50,training,56:26.8,thanos::sroute:116e57b1-7539-4782-ac56-bd293624a396,Moderate Delay,-3.8553248499999953,0.9269508015787152,6,25–50 km
trip-153762098675237977,56:26.8,30:58.6,3,159,79,62.64993438,80.2878,334,FTL,IND683511AAA,Aluva_Peedika_H (Kerala),IND686028AAB,Kottayam_Central_H_1 (Kerala),1,0,80,training,56:26.8,thanos::sroute:116e57b1-7539-4782-ac56-bd293624a396,High Delay,-17.637865620000007,0.7803169893807028,6,50–100 km
trip-153762147186072675,04:31.9,28:23.1,4,273,47,28.06830075,37.5764,323,Carting,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),1,0,226,training,04:31.9,thanos::sroute:7372a73e-0981-4664-b638-cfed3a537303,Severe Delay,-9.50809925,0.7469662008601143,4,25–50 km
trip-153762166317391247,07:43.2,24:18.3,2,98,38,43.83682581,51.705,256,FTL,IND302014AAA,Jaipur_Hub (Rajasthan),IND303702AAB,Chomu_ShsmlDPP_D (Rajasthan),1,0,60,training,07:43.2,thanos::sroute:ae5c430f-6153-48d1-8fe5-d5f0bbc68041,Moderate Delay,-7.868174189999998,0.8478256611546272,21,25–50 km
trip-153762166317391247,13:22.6,55:34.8,4,311,84,87.48243914,98.2426,342,FTL,IND341001AAC,Nagaur_KisanCo_D (Rajasthan),IND341303AAA,Didwana_KatlaDPP_D (Rajasthan),1,0,227,training,07:43.2,thanos::sroute:ae5c430f-6153-48d1-8fe5-d5f0bbc68041,Severe Delay,-10.76016086,0.8904735739892877,21,50–100 km
trip-153762166317391247,24:18.3,27:59.8,4,104,62,74.17433057,84.5306,123,FTL,IND303702AAB,Chomu_ShsmlDPP_D (Rajasthan),IND332001AAB,Sikar_FatehpRd_I (Rajasthan),1,0,42,training,07:43.2,thanos::sroute:ae5c430f-6153-48d1-8fe5-d5f0bbc68041,Moderate Delay,-10.356269430000012,0.8774849648529643,21,50–100 km
trip-153762166317391247,27:59.8,42:51.6,9,253,153,181.857688,213.3642,374,FTL,IND332001AAB,Sikar_FatehpRd_I (Rajasthan),IND334001AAB,Bikaner_DC (Rajasthan),1,0,100,training,07:43.2,thanos::sroute:ae5c430f-6153-48d1-8fe5-d5f0bbc68041,High Delay,-31.50651200000001,0.8523345903389603,21,100–200 km
trip-153762166317391247,55:34.8,56:37.1,2,40,24,31.51048054,33.5087,61,FTL,IND341303AAA,Didwana_KatlaDPP_D (Rajasthan),IND341306AAA,Sujangarh_LdnunDPP_D (Rajasthan),1,0,16,training,07:43.2,thanos::sroute:ae5c430f-6153-48d1-8fe5-d5f0bbc68041,On Time,-1.9982194599999976,0.940367144651986,21,25–50 km
trip-153762173740308578,08:57.4,35:36.4,52,2605,1047,1202.362813,1418.2698,2666,FTL,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),1,0,1558,training,08:57.4,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,Severe Delay,-215.90698700000007,0.8477673380621937,69,200+ km
trip-153762173740308578,35:36.4,50:17.8,17,1078,322,366.6844336,433.5997,1154,FTL,IND751002AAB,Bhubaneshwar_Hub (Orissa),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),1,0,756,training,08:57.4,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,Severe Delay,-66.91526640000001,0.8456750168415706,69,200+ km
trip-153762220323309547,16:43.2,01:32.6,4,120,29,35.56491216,40.6506,224,Carting,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND400015AAA,Mumbai_CottonGreen_DPC (Maharashtra),1,0,91,training,16:43.2,thanos::sroute:c1dbf671-b31a-40e1-95c1-3ca631628856,High Delay,-5.085687839999999,0.8748926746468687,8,25–50 km
trip-153762220323309547,43:24.0,40:15.0,4,112,32,36.47165114,42.62,176,Carting,IND400015AAB,Mumbai_CotnGren_M (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),1,0,80,training,16:43.2,thanos::sroute:c1dbf671-b31a-40e1-95c1-3ca631628856,High Delay,-6.148348859999999,0.8557402895354294,8,25–50 km
trip-153762254575245090,21:56.5,08:34.6,13,522,250,283.4801545,333.7904,586,FTL,IND575004AAB,Mangalore_Kuntikna_H (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),1,0,272,training,22:25.8,thanos::sroute:e2de1151-0f41-43a1-9537-5bf3368af32d,Severe Delay,-50.31024549999995,0.8492759363360961,27,200+ km
trip-153762254575245090,22:25.8,59:15.0,7,177,135,145.0380615,167.241,396,FTL,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND573201AAB,Hassan_Pandrnga_I (Karnataka),1,0,42,training,22:25.8,thanos::sroute:e2de1151-0f41-43a1-9537-5bf3368af32d,Moderate Delay,-22.202938500000016,0.8672398604409205,27,100–200 km
trip-153762254575245090,59:15.0,21:56.5,7,356,125,138.5589368,176.9276,382,FTL,IND573201AAB,Hassan_Pandrnga_I (Karnataka),IND575004AAB,Mangalore_Kuntikna_H (Karnataka),1,0,231,training,22:25.8,thanos::sroute:e2de1151-0f41-43a1-9537-5bf3368af32d,Severe Delay,-38.368663200000015,0.7831391868764398,27,100–200 km
trip-153762279253837574,26:32.5,59:41.3,2,48,15,13.44220785,15.9788,93,Carting,IND600032AAB,Chennai_Hub (Tamil Nadu),IND600076AAB,Chennai_Madhavaram_DPC (Tamil Nadu),1,0,33,training,26:32.5,thanos::sroute:f9441f46-a0a6-4fd8-a81c-6c9328597f42,Moderate Delay,-2.536592149999999,0.8412526503867626,4,0–25 km
trip-153762279253837574,59:41.3,03:02.7,2,48,19,14.88206275,19.9411,63,Carting,IND600076AAB,Chennai_Madhavaram_DPC (Tamil Nadu),IND600032AAB,Chennai_Hub (Tamil Nadu),1,0,29,training,26:32.5,thanos::sroute:f9441f46-a0a6-4fd8-a81c-6c9328597f42,On Time,-5.059037249999999,0.7463009939271154,4,0–25 km
trip-153762284872908098,27:28.7,45:30.6,5,138,52,41.29336866,43.383,198,Carting,IND110044AAB,Del_Okhla_PC (Delhi),IND131028AAB,Sonipat_Kundli_H (Haryana),1,0,86,training,27:28.7,thanos::sroute:76932a9c-3758-4ada-aee9-1337b45c8c5c,High Delay,-2.089631340000004,0.9518329451628518,5,25–50 km
trip-153762286114974335,27:41.1,14:35.9,5,71,49,40.10930854,50.7029,466,Carting,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),1,0,22,training,27:41.1,thanos::sroute:2c5201b3-3fc7-4a68-a2f7-cb7fb711bae1,On Time,-10.59359146,0.7910653737754645,5,25–50 km
trip-153762294206573903,28:54.9,35:49.5,10,378,214,220.2671791,288.683,426,FTL,IND577201AAA,Shimoga_DC (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),1,0,164,training,29:02.1,thanos::sroute:fccc9d7d-a31b-45e5-a1cf-eaa191e734e8,Severe Delay,-68.4158209,0.7630071015612281,14,200+ km
trip-153762294206573903,29:02.1,05:44.6,4,120,86,80.25272206,94.2292,696,FTL,IND580028AAA,Hubli_Adargchi_IP (Karnataka),IND581402AAA,Sirsi_Vidygiri_D (Karnataka),1,0,34,training,29:02.1,thanos::sroute:fccc9d7d-a31b-45e5-a1cf-eaa191e734e8,Moderate Delay,-13.97647794000001,0.8516757232365338,14,50–100 km
trip-153762302088153045,11:24.0,52:36.3,2,17,11,13.01807177,14.0639,41,Carting,IND232101AAB,MughalSarai_Central_D_2 (Uttar Pradesh),IND232104AAB,Chandauli_ShubsNGR_D (Uttar Pradesh),1,0,6,training,30:20.9,thanos::sroute:6e050796-4cb9-4e04-a80f-816fde354680,On Time,-1.0458282299999997,0.9256373957437126,6,0–25 km
trip-153762302088153045,52:36.3,32:25.8,4,72,30,32.51404211,36.537,219,Carting,IND232104AAB,Chandauli_ShubsNGR_D (Uttar Pradesh),IND221010AAB,Varanasi_MahmurGj_IP (Uttar Pradesh),1,0,42,training,30:20.9,thanos::sroute:6e050796-4cb9-4e04-a80f-816fde354680,Moderate Delay,-4.022957890000001,0.889893590333087,6,25–50 km
trip-153762302742584394,30:27.4,19:45.9,1,230,21,22.07282047,27.4245,589,Carting,IND500039AAC,Hyderabad_Uppal_I (Telangana),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),0,0,209,training,30:27.4,thanos::sroute:4d1060fb-3e4f-4413-9d76-457dad8133ce,Severe Delay,-5.351679529999998,0.8048577173695054,1,0–25 km
trip-153762327328676030,34:33.3,06:09.7,2,46,20,16.54460458,23.6499,271,Carting,IND501359AAG,Hyderabad_South_R_11 (Telangana),IND000000ACN,Hyderabad_Mhdiptnm_C (Telangana),1,0,26,training,34:33.3,thanos::sroute:402604bf-e4e3-4723-85ae-a3a46a73f2ed,On Time,-7.105295419999997,0.6995634053420946,2,0–25 km
trip-153762357466463467,39:34.7,07:11.0,7,257,135,143.1979541,170.0853,327,FTL,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND125001AAA,Hisar_ModelTwn_P (Haryana),1,0,122,training,39:34.7,thanos::sroute:aedca5c8-9daf-4619-b257-2bcbe34cb72c,Severe Delay,-26.887345899999985,0.8419184615013762,7,100–200 km
trip-153762364455309069,40:44.6,34:50.8,3,233,29,20.62011826,29.6795,414,Carting,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND700088AAA,Kolkata_TrtllaRD_L (West Bengal),1,0,204,training,40:44.6,thanos::sroute:ee69b09a-d834-4ac1-87e5-013201a7fe4c,Severe Delay,-9.05938174,0.6947596239828838,3,0–25 km
trip-153762423171317512,29:00.7,33:05.2,16,575,297,349.8555646,397.4285,724,FTL,IND413002AAA,Solapur_Central_I_2 (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),1,0,278,training,50:31.7,thanos::sroute:16503381-6968-4077-983d-71178fef45b9,Severe Delay,-47.572935400000006,0.8802981280909647,29,200+ km
trip-153762423171317512,50:31.7,29:00.7,13,473,250,267.0938365,327.3469,638,FTL,IND501359AAE,Hyderabad_Shamshbd_H (Telangana),IND413002AAA,Solapur_Central_I_2 (Maharashtra),1,0,223,training,50:31.7,thanos::sroute:16503381-6968-4077-983d-71178fef45b9,Severe Delay,-60.2530635,0.8159351333401966,29,200+ km
trip-153762448577128664,54:45.8,53:03.4,2,43,14,14.38422026,16.0117,58,Carting,IND396232AAA,Silvassa_Samrvrni_D (Dadra and Nagar Haveli),IND396191AAC,Vapi_IndEstat_I (Gujarat),1,0,29,training,54:45.8,thanos::sroute:2a42cde7-604d-4844-9b09-4c45a107ce27,On Time,-1.6274797400000018,0.898356842808696,2,0–25 km
trip-153762456631990651,56:06.3,03:47.4,43,1590,842,932.3419046,1118.9695,2047,FTL,IND395023AAA,Surat_HUB (Gujarat),IND110037AAM,Delhi_Airport_H (Delhi),1,0,748,training,56:06.3,thanos::sroute:3def24ea-f80d-4d49-b450-720dc5d13d04,Severe Delay,-186.6275953999999,0.833214761081513,43,200+ km
trip-153762462151968363,18:57.5,44:20.5,8,229,170,157.3166058,199.073,265,FTL,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND632006AAA,Vellore_GndhiNgr_IP (Tamil Nadu),1,0,59,training,57:01.5,thanos::sroute:f92de32a-ce16-4071-9e62-125bafa7491c,Moderate Delay,-41.75639420000002,0.7902458183681362,19,100–200 km
trip-153762462151968363,44:20.5,23:42.1,9,372,182,183.9687514,226.5772,579,FTL,IND632006AAA,Vellore_GndhiNgr_IP (Tamil Nadu),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),1,0,190,training,57:01.5,thanos::sroute:f92de32a-ce16-4071-9e62-125bafa7491c,Severe Delay,-42.6084486,0.8119473247970228,19,100–200 km
trip-153762462151968363,57:01.5,18:57.5,2,74,49,38.75534826,49.1137,141,FTL,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),1,0,25,training,57:01.5,thanos::sroute:f92de32a-ce16-4071-9e62-125bafa7491c,On Time,-10.358351740000003,0.7890944534824295,19,25–50 km
